time [ms],amplitude [mV] - raw,amplitude [mV] - filtered,trigger
0.0006510416666666666,0.019672531769305963,1.7920245096387577e-10,0.0
0.0013020833333333333,0.025283418866080154,-9.83395258500024e-06,0.0
0.001953125,0.026737047898338223,-2.246793415833336e-05,0.0
0.0026041666666666665,0.02745680596285435,-3.579733283831966e-05,0.0
0.003255208333333333,0.0274430596285435,-4.9390106715789254e-05,0.0
0.0039062499999999996,0.026329606549364615,-6.27502013067947e-05,0.0
0.004557291666666666,0.023383858748778102,-7.510549126041288e-05,0.0
0.005208333333333333,0.019706439393939394,-8.519608084313118e-05,0.0
0.005859375,0.016519611436950146,-9.216588638898052e-05,0.0
0.006510416666666667,0.016144733626588463,-9.560529576931074e-05,0.0
0.007161458333333334,0.016136608015640274,-9.609101722685544e-05,0.0
0.0078125,0.016372861681329422,-9.280261354640815e-05,0.0
0.008463541666666666,0.016608993157380254,-8.469134130137778e-05,0.0
0.009114583333333332,0.016600623167155423,-7.043467128495514e-05,0.0
0.009765624999999998,0.01708101173020528,-4.845798129556951e-05,0.0
0.010416666666666664,0.02110465542521994,-1.7449575249822537e-05,0.0
0.01106770833333333,0.022438110948191595,2.2449261675051966e-05,0.0
0.011718749999999997,0.023770894428152493,7.425697216273252e-05,0.0
0.012369791666666663,0.02522519550342131,0.00013966179463353932,0.0
0.013020833333333329,0.026923142717497555,0.00022027655701722408,0.0
0.013671874999999995,0.0284980449657869,0.0003176131005123406,0.0
0.014322916666666661,0.02689522238514174,0.0004333041531622756,0.0
0.014973958333333327,0.019428091397849463,0.0005704280381801666,0.0
0.015624999999999993,0.017829789833822093,0.000733308439251916,0.0
0.01627604166666666,0.016598851417399803,0.0009202891267537154,0.0
0.01692708333333333,0.015857282502443792,0.0011323314224812987,0.0
0.017578124999999997,0.015482649071358748,0.0013701853083763088,0.0
0.018229166666666664,0.015230388563049854,0.0016344917612726322,0.0
0.018880208333333332,0.017299853372434018,0.0019258236073141433,0.0
0.01953125,0.018146383186705767,0.002243444197980652,0.0
0.020182291666666668,0.017648399315738028,0.0025881615707215432,0.0
0.020833333333333336,0.01702847018572825,0.0029606038399590177,0.0
0.021484375000000003,0.01677541544477028,0.003360537295823943,0.0
0.02213541666666667,0.016644672531769305,0.003787227397303123,0.0
0.02278645833333334,0.0189577834799609,0.0042398039233793716,0.0
0.023437500000000007,0.02163630254154448,0.004715980663138094,0.0
0.024088541666666675,0.025168804985337245,0.005214261873957588,0.0
0.024739583333333343,0.025766984359726297,0.005732671280486667,0.0
0.02539062500000001,0.02550953079178886,0.006270907873841455,0.0
0.026041666666666678,0.024885630498533724,0.006827436312673464,0.0
0.026692708333333346,0.023040139296187683,0.007400308722574554,0.0
0.027343750000000014,0.019729288856304986,0.007987867383537735,0.0
0.02799479166666668,0.017275415444770285,0.008588471092120211,0.0
0.02864583333333335,0.016166849951124145,0.00919924324659291,0.0
0.029296875000000017,0.016158541055718473,0.009817016916407137,0.0
0.029947916666666685,0.016150232160312805,0.010438726641470856,0.0
0.030598958333333353,0.016264112903225804,0.011061857748696873,0.0
0.03125000000000002,0.016255742913000977,0.011683853909468446,0.0
0.031901041666666685,0.016002993646138806,0.012302316423021186,0.0
0.03255208333333335,0.016361314760508307,0.012914957202372167,0.0
0.033203125000000014,0.022217986314760508,0.013519122688668821,0.0
0.03385416666666668,0.02391727761485826,0.01410978965535029,0.0
0.03450520833333334,0.02524914467253177,0.014686847724409313,0.0
0.03515625000000001,0.026458150048875854,0.01524839258460649,0.0
0.03580729166666667,0.02766654447702835,0.01579251338142105,0.0
0.036458333333333336,0.028507759042033235,0.01631737127875404,0.0
0.037109375,0.02580504643206256,0.01682146249166184,0.0
0.037760416666666664,0.01797171309872923,0.017305042294223767,0.0
0.03841145833333333,0.016618340664711632,0.01776934814440084,0.0
0.03906249999999999,0.01575439882697947,0.018210015088048433,0.0
0.03971354166666666,0.01537964320625611,0.018625881343775776,0.0
0.04036458333333332,0.015127260508308895,0.019015996079502714,0.0
0.041015624999999986,0.01499718963831867,0.01937979808442892,0.0
0.04166666666666665,0.016944403714565008,0.01971692295908013,0.0
0.042317708333333315,0.017790933528836754,0.020026212486090583,0.0
0.04296874999999998,0.017415139296187685,0.020308265319502434,0.0
0.043619791666666644,0.017039528347996092,0.02056389344573119,0.0
0.04427083333333331,0.017397238514174,0.02079343401250956,0.0
0.04492187499999997,0.018487903225806453,0.020996978079896936,0.0
0.04557291666666664,0.02128867302052786,0.021174722341860613,0.0
0.0462239583333333,0.02359927908113392,0.02132646674209437,0.0
0.046874999999999965,0.024198069403714564,0.021453191225705773,0.0
0.04752604166666663,0.02394122678396872,0.02155655786250896,0.0
0.048177083333333294,0.02307355816226784,0.021637865960560113,0.0
0.04882812499999996,0.021961937927663735,0.0216983536913667,0.0
0.04947916666666662,0.019751160801564027,0.021739134627984595,0.0
0.05013020833333329,0.01668615591397849,0.021761806625661982,0.0
0.05078124999999995,0.016066471163245357,0.021767898980063684,0.0
0.051432291666666616,0.01618022971652004,0.021757340087991194,0.0
0.05208333333333328,0.01629392717497556,0.02173095480953502,0.0
0.052734374999999944,0.016040994623655914,0.0216899657470668,0.0
0.05338541666666661,0.016154753176930596,0.02163579820193156,0.0
0.05403645833333327,0.015901881720430108,0.021569517542571276,0.0
0.05468749999999994,0.015526942815249266,0.02149254921509768,0.0
0.0553385416666666,0.016007514662756597,0.021406177027447505,0.0
0.055989583333333266,0.02271951368523949,0.02131116425937951,0.0
0.05664062499999993,0.024662756598240472,0.021205543278619957,0.0
0.057291666666666595,0.025749694525904206,0.021092793816204918,0.0
0.05794270833333326,0.0268360826001955,0.020974384783538077,0.0
0.058593749999999924,0.027677541544477026,0.02085130145070038,0.0
0.05924479166666659,0.027785434995112414,0.02072459922981228,0.0
0.05989583333333325,0.02361663000977517,0.020595533027902187,0.0
0.06054687499999992,0.016761730205278595,0.020467093687067724,0.0
0.06119791666666658,0.015775354349951122,0.020341451049256564,0.0
0.061848958333333245,0.015156036168132941,0.020216478254077307,0.0
0.06249999999999991,0.014781402737047897,0.020092780193693243,0.0
0.06315104166666657,0.014773521505376344,0.019971003232064508,0.0
0.06380208333333325,0.015132209188660801,0.019851706901912194,0.0
0.06445312499999992,0.016468230694037144,0.019735416056300616,0.0
0.06510416666666659,0.017925769794721408,0.019622304919232437,0.0
0.06575520833333326,0.018282869012707724,0.019512919527009735,0.0
0.06640624999999993,0.018639784946236557,0.019408351292825168,0.0
0.0670572916666666,0.01936308651026393,0.019309068340303274,0.0
0.06770833333333327,0.0206969696969697,0.01921527653252706,0.0
0.06835937499999994,0.023740835777126098,0.01912697757093946,0.0
0.06901041666666662,0.0251947091886608,0.01904354110690705,0.0
0.06966145833333329,0.022615591397849463,0.018965906997236468,0.0
0.07031249999999996,0.021626221896383187,0.018896163586372784,0.0
0.07096354166666663,0.020270772238514173,0.018833523856352227,0.0
0.0716145833333333,0.018915994623655914,0.01877812291613817,0.0
0.07226562499999997,0.016828751221896386,0.018729866655110866,0.0
0.07291666666666664,0.014742546432062562,0.01868898980862587,0.0
0.07356770833333331,0.015712121212121212,0.018655329005362545,0.0
0.07421874999999999,0.01643682795698925,0.0186271657006449,0.0
0.07486979166666666,0.016428030303030305,0.018604404522001336,0.0
0.07552083333333333,0.016174853372434017,0.01858716784852669,0.0
0.076171875,0.01604398826979472,0.018575305976839724,0.0
0.07682291666666667,0.015546615347018572,0.018568456906906766,0.0
0.07747395833333334,0.015049486803519061,0.01856647278245119,0.0
0.07812500000000001,0.016141067937438903,0.018568991242392217,0.0
0.07877604166666669,0.023097201857282503,0.018574823915719605,0.0
0.07942708333333336,0.024917888563049856,0.018580612783647744,0.0
0.08007812500000003,0.02600452101661779,0.018588469630576462,0.0
0.0807291666666667,0.026846224340175952,0.018598284056113575,0.0
0.08138020833333337,0.027320931085043985,0.018609688291094367,0.0
0.08203125000000004,0.025718169599217987,0.018622375761233746,0.0
0.08268229166666671,0.021305840664711632,0.018636910544936852,0.0
0.08333333333333338,0.015796004398826977,0.018654254323113444,0.0
0.08398437500000006,0.015054313294232648,0.01867455855856601,0.0
0.08463541666666673,0.014557368035190615,0.018695097545988335,0.0
0.0852864583333334,0.014549425708699902,0.018715466550168144,0.0
0.08593750000000007,0.0149080522971652,0.018735198878723148,0.0
0.08658854166666674,0.015266495601173019,0.018753944522227027,0.0
0.08723958333333341,0.016113514173998044,0.018771584577595223,0.0
0.08789062500000008,0.018670760019550342,0.018787794019563295,0.0
0.08854166666666675,0.019393878299120232,0.018801665044416382,0.0
0.08919270833333343,0.020116630009775174,0.018814080362478187,0.0
0.0898437500000001,0.021205584066471165,0.018825017278100976,0.0
0.09049479166666677,0.022782746823069404,0.01883427531063902,0.0
0.09114583333333344,0.02582539100684262,0.018841595338982265,0.0
0.09179687500000011,0.025567387585532748,0.01884623151030111,0.0
0.09244791666666678,0.02054411045943304,0.01884982494266771,0.0
0.09309895833333345,0.01894464809384164,0.018854758632218017,0.0
0.09375000000000012,0.017468169599217986,0.018859336350831944,0.0
0.0944010416666668,0.016114613880742916,0.01886353012525471,0.0
0.09505208333333347,0.014639540566959921,0.018867333059709824,0.0
0.09570312500000014,0.014020527859237537,0.01887088110386379,0.0
0.09635416666666681,0.015601234115347017,0.01887383883290439,0.0
0.09700520833333348,0.016570197947214076,0.01887521044357782,0.0
0.09765625000000015,0.016438966275659824,0.01887540965630395,0.0
0.09830729166666682,0.016063416422287393,0.01887509106787997,0.0
0.0989583333333335,0.015565860215053762,0.01887447062778293,0.0
0.09960937500000017,0.015068548387096774,0.018873685536601844,0.0
0.10026041666666684,0.015182429130009775,0.018872788476658343,0.0
0.10091145833333351,0.017617851906158357,0.01887149835751577,0.0
0.10156250000000018,0.02347336265884653,0.01886864667320469,0.0
0.10221354166666685,0.025171493157380254,0.018862480952997862,0.0
0.10286458333333352,0.025891251221896384,0.01885500337220478,0.0
0.1035156250000002,0.026244073802541543,0.018846599168062875,0.0
0.10416666666666687,0.025252627077223852,0.018837328390910575,0.0
0.10481770833333354,0.022428824535679372,0.018827732033896136,0.0
0.10546875000000021,0.018628910068426197,0.01881860116285188,0.0
0.10611979166666688,0.01495307917888563,0.0188103180835638,0.0
0.10677083333333355,0.014578201368523948,0.018802745034850216,0.0
0.10742187500000022,0.014447886119257087,0.018794192481895466,0.0
0.1080729166666669,0.014684200879765396,0.01878453715273906,0.0
0.10872395833333356,0.015042583088954056,0.018773631402455793,0.0
0.10937500000000024,0.015034213098729227,0.018761480970156168,0.0
0.11002604166666691,0.01551460166177908,0.01874835946941213,0.0
0.11067708333333358,0.019416055718475073,0.018734127567982203,0.0
0.11132812500000025,0.020627382697947214,0.01871718557979804,0.0
0.11197916666666692,0.021838098729227762,0.01869898681531473,0.0
0.11263020833333359,0.023292583088954055,0.01867963329707239,0.0
0.11328125000000026,0.025112903225806452,0.018659095078802576,0.0
0.11393229166666693,0.026810117302052783,0.018637271839063784,0.0
0.1145833333333336,0.025329545454545455,0.018614301835981357,0.0
0.11523437500000028,0.01835117302052786,0.018591850944187558,0.0
0.11588541666666695,0.01663043743890518,0.01857275358159124,0.0
0.11653645833333362,0.015399315738025414,0.018554482576850155,0.0
0.11718750000000029,0.014535373900293254,0.018536912697438953,0.0
0.11783854166666696,0.014038428641251221,0.01851999982432759,0.0
0.11848958333333363,0.013663917399804496,0.018503716853748936,0.0
0.1191406250000003,0.015733382209188664,0.018488169719704177,0.0
0.11979166666666698,0.016457722385141742,0.01847230603134775,0.0
0.12044270833333365,0.01608198924731183,0.0184569604147277,0.0
0.12109375000000032,0.015584249755620722,0.018442829120867452,0.0
0.12174479166666699,0.015208944281524925,0.018430095128019155,0.0
0.12239583333333366,0.014956011730205278,0.018418787614630745,0.0
0.12304687500000033,0.016902614858260022,0.018408898300299917,0.0
0.123697916666667,0.019581378299120236,0.018399338303530195,0.0
0.12434895833333368,0.02360288367546432,0.018389707078685896,0.0
0.12500000000000033,0.024445442326490714,0.018379253494526012,0.0
0.125651041666667,0.02418786656891496,0.018369444876816913,0.0
0.12630208333333365,0.023808223362658847,0.01836067469870397,0.0
0.1269531250000003,0.02196248778103617,0.018352822518154725,0.0
0.12760416666666696,0.018895772238514172,0.018346426916580377,0.0
0.12825520833333362,0.015952773704789834,0.018341903837044225,0.0
0.12890625000000028,0.014477517106549364,0.018339008004858645,0.0
0.12955729166666693,0.014469269305962854,0.018336841386536025,0.0
0.1302083333333336,0.014461021505376344,0.01833452998707429,0.0
0.13085937500000025,0.014697152981427174,0.018331958000806784,0.0
0.1315104166666669,0.014688782991202345,0.01832891039738734,0.0
0.13216145833333356,0.014558223362658846,0.01832543522255148,0.0
0.13281250000000022,0.014794293743890517,0.018321532547040126,0.0
0.13346354166666688,0.020284396383186708,0.01831696505251551,0.0
0.13411458333333354,0.021983870967741934,0.018309052783470676,0.0
0.1347656250000002,0.023315921309872926,0.018299633566925634,0.0
0.13541666666666685,0.02464729960899316,0.018288829596806392,0.0
0.1360677083333335,0.025855816226783967,0.018276576393034608,0.0
0.13671875000000017,0.026819342619745844,0.01826287207815626,0.0
0.13736979166666682,0.024483260019550344,0.01824778508314567,0.0
0.13802083333333348,0.01652761485826002,0.01823293004345934,0.0
0.13867187500000014,0.015174181329423263,0.0182211112131244,0.0
0.1393229166666668,0.014187988758553274,0.01820906031942492,0.0
0.13997395833333345,0.013813233137829912,0.0181966661298644,0.0
0.1406250000000001,0.013438660801564029,0.018183735888335165,0.0
0.14127604166666677,0.013430840664711632,0.018170418002343026,0.0
0.14192708333333343,0.015378054740957969,0.01815670487712055,0.0
0.14257812500000008,0.016224584555229717,0.01814181135867691,0.0
0.14322916666666674,0.015848790322580648,0.0181264848479658,0.0
0.1438802083333334,0.015350989736070384,0.018111527871675866,0.0
0.14453125000000006,0.015464381720430109,0.018097177119963115,0.0
0.1451822916666667,0.01643304007820137,0.018083278174060458,0.0
0.14583333333333337,0.01911186461388074,0.01806952290028284,0.0
0.14648437500000003,0.02154496578690127,0.018055138836228255,0.0
0.14713541666666669,0.022754948680351904,0.018040291642168003,0.0
0.14778645833333334,0.02262023460410557,0.01802559665972359,0.0
0.1484375,0.021874633431085044,0.0180116948911621,0.0
0.14908854166666666,0.02088501955034213,0.017998831930452503,0.0
0.14973958333333331,0.018796187683284456,0.017987049829523476,0.0
0.15039062499999997,0.015486498044965788,0.017976807330376467,0.0
0.15104166666666663,0.014500061094819158,0.01796862190073592,0.0
0.1516927083333333,0.01449163000977517,0.01796124354217458,0.0
0.15234374999999994,0.014605388563049852,0.01795410245660726,0.0
0.1529947916666666,0.014474706744868034,0.017947065653906295,0.0
0.15364583333333326,0.014466275659824047,0.017940191173293492,0.0
0.15429687499999992,0.014335654936461387,0.01793335845551287,0.0
0.15494791666666657,0.013960716031280547,0.017926569762751213,0.0
0.15559895833333323,0.014319098240469208,0.01791988455361839,0.0
0.1562499999999999,0.02103115835777126,0.017912865085680962,0.0
0.15690104166666655,0.022852272727272728,0.017902250953319845,0.0
0.1575520833333332,0.024061522482893453,0.01789038816317224,0.0
0.15820312499999986,0.02514797165200391,0.017877471190829507,0.0
0.15885416666666652,0.025989491691104594,0.017863441742802157,0.0
0.15950520833333318,0.026341825513196478,0.017848302508330322,0.0
0.16015624999999983,0.02241733870967742,0.017832189145866126,0.0
0.1608072916666665,0.015317876344086023,0.01781715427501597,0.0
0.16145833333333315,0.014209249755620722,0.01780473540880007,0.0
0.1621093749999998,0.013589931573802541,0.017791931597863957,0.0
0.16276041666666646,0.013215298142717498,0.017778539041176933,0.0
0.16341145833333312,0.013085227272727273,0.01776452301463307,0.0
0.16406249999999978,0.01344397605083089,0.017749890097618678,0.0
0.16471354166666644,0.015024437927663736,0.017734556996662078,0.0
0.1653645833333331,0.015993157380254155,0.017718095105827718,0.0
0.16601562499999975,0.016106060606060606,0.01770100171402801,0.0
0.1666666666666664,0.01646328201368524,0.01768389447507603,0.0
0.16731770833333307,0.01718688905180841,0.017666829410406894,0.0
0.16796874999999972,0.018521077712609968,0.017649781525546887,0.0
0.16861979166666638,0.02156524926686217,0.017632577668828593,0.0
0.16927083333333304,0.02326380742913001,0.017614465255324896,0.0
0.1699218749999997,0.0212958211143695,0.017596188737825876,0.0
0.17057291666666635,0.020428519061583578,0.017579625337830203,0.0
0.171223958333333,0.019195075757575758,0.017564246440128425,0.0
0.17187499999999967,0.01784005376344086,0.017550239813229007,0.0
0.17252604166666632,0.01563037634408602,0.017537660860667003,0.0
0.17317708333333298,0.01329960899315738,0.017526927021136243,0.0
0.17382812499999964,0.0141469330400782,0.0175180884366473,0.0
0.1744791666666663,0.014871639784946239,0.01750954636689954,0.0
0.17513020833333295,0.014862842130987295,0.017501351322998238,0.0
0.1757812499999996,0.014609665200391007,0.01749385620343441,0.0
0.17643229166666627,0.01447880009775171,0.017487162687216243,0.0
0.17708333333333293,0.013981427174975561,0.017481178233511807,0.0
0.17773437499999958,0.01348429863147605,0.01747603966862777,0.0
0.17838541666666624,0.014331500488758551,0.01747168165403815,0.0
0.1790364583333329,0.02153213587487781,0.017467344483461843,0.0
0.17968749999999956,0.023352822580645163,0.017459738813185386,0.0
0.1803385416666662,0.0244394550342131,0.017451415421652662,0.0
0.18098958333333287,0.025281158357771262,0.017442581729156404,0.0
0.18164062499999953,0.025755865102639296,0.01743318621469023,0.0
0.18229166666666619,0.024519672531769305,0.017423234567451967,0.0
0.18294270833333284,0.020107160312805475,0.01741341365581027,0.0
0.1835937499999995,0.014230571847507329,0.017405166378665293,0.0
0.18424479166666616,0.013488880742913,0.017399115603883186,0.0
0.18489583333333282,0.013114125122189638,0.017392629223773607,0.0
0.18554687499999947,0.012983932062561095,0.017385505802301214,0.0
0.18619791666666613,0.013342558651026393,0.017377651623778523,0.0
0.1868489583333328,0.013578812316715542,0.01736889176661994,0.0
0.18749999999999944,0.014548081622678396,0.01735938912073373,0.0
0.1881510416666661,0.016860948191593353,0.017348900912963632,0.0
0.18880208333333276,0.017461999022482893,0.017336890137594898,0.0
0.18945312499999942,0.018184934017595307,0.01732434841072028,0.0
0.19010416666666607,0.019274071358748777,0.017311343910011698,0.0
0.19075520833333273,0.020729227761485825,0.01729780962576061,0.0
0.1914062499999994,0.02401649560117302,0.01728366211112929,0.0
0.19205729166666605,0.02388080400782014,0.01726806763047723,0.0
0.1927083333333327,0.019346346529814273,0.017252804502251723,0.0
0.19335937499999936,0.017868890518084067,0.017240129388062523,0.0
0.19401041666666602,0.016392167644183775,0.01722856764170576,0.0
0.19466145833333268,0.015038367546432063,0.017218172963158918,0.0
0.19531249999999933,0.013318670576735091,0.017208942664252946,0.0
0.195963541666666,0.01257734604105572,0.017201124383034727,0.0
0.19661458333333265,0.01403580156402737,0.01719429821440095,0.0
0.1972656249999993,0.01500476539589443,0.01718743391748639,0.0
0.19791666666666596,0.014873533724340178,0.017180840348724576,0.0
0.19856770833333262,0.014375794232649071,0.01717512055053682,0.0
0.19921874999999928,0.014122678396871945,0.01717049358402983,0.0
0.19986979166666594,0.013503115835777126,0.017166850132304057,0.0
0.2005208333333326,0.013372617302052785,0.017164358708455563,0.0
0.20117187499999925,0.015685972629521018,0.017162728541014544,0.0
0.2018229166666659,0.02190823558162268,0.01716065668725924,0.0
0.20247395833333257,0.023484176441837732,0.017156070985815508,0.0
0.20312499999999922,0.02432618523949169,0.01715114117425325,0.0
0.20377604166666588,0.025045576735092865,0.017146052377730536,0.0
0.20442708333333254,0.024298326001955035,0.017140663844989194,0.0
0.2050781249999992,0.02147421798631476,0.017135498876695236,0.0
0.20572916666666585,0.017551808406647114,0.017131392452106025,0.0
0.2063802083333325,0.01338697458455523,0.017128711079817057,0.0
0.20703124999999917,0.013012096774193549,0.01712742575206703,0.0
0.20768229166666582,0.012759591886608017,0.01712553131168063,0.0
0.20833333333333248,0.012995967741935484,0.017122898358423563,0.0
0.20898437499999914,0.013476600684261974,0.01711925541358788,0.0
0.2096354166666658,0.013468230694037145,0.01711448906967161,0.0
0.21028645833333245,0.014070808895405669,0.01710888066927289,0.0
0.2109374999999991,0.01760563294232649,0.017102180971667127,0.0
0.21158854166666577,0.018694892473118282,0.017092990190466558,0.0
0.21223958333333243,0.019783602150537635,0.01708259899680709,0.0
0.21289062499999908,0.021238330889540566,0.017071072564315434,0.0
0.21354166666666574,0.0230588954056696,0.01705828602173227,0.0
0.2141927083333324,0.02500073313782991,0.017044107520567214,0.0
0.21484374999999906,0.02364247311827957,0.017028523124502943,0.0
0.2154947916666657,0.017152920332355815,0.01701323057886415,0.0
0.21614583333333237,0.015432001466275661,0.0170008519961958,0.0
0.21679687499999903,0.013956317204301074,0.0169890754676282,0.0
0.21744791666666569,0.013092314271749755,0.016977868768054002,0.0
0.21809895833333234,0.012473118279569892,0.016967036653984524,0.0
0.218749999999999,0.012220796676441839,0.016956584911482074,0.0
0.21940104166666566,0.0140458211143695,0.016946470353395027,0.0
0.22005208333333232,0.015014601661779082,0.01693579875028488,0.0
0.22070312499999897,0.014638807429130011,0.016925137522990963,0.0
0.22135416666666563,0.014018817204301074,0.01691528501353596,0.0
0.2220052083333323,0.013643511730205277,0.01690646829888313,0.0
0.22265624999999895,0.01339057917888563,0.01689864188626038,0.0
0.2233072916666656,0.01484842375366569,0.016891787575425685,0.0
0.22395833333333226,0.01764962121212121,0.016885054719443505,0.0
0.22460937499999892,0.02228225806451613,0.016877734886331697,0.0
0.22526041666666557,0.023246884164222874,0.0168688336826361,0.0
0.22591145833333223,0.02311131476050831,0.01686006719100061,0.0
0.2265624999999989,0.022853616813294234,0.016851836336323103,0.0
0.22721354166666555,0.021129765395894427,0.016844031202027168,0.0
